profile,layer_position,layer_index,head_index,auc,null_mean,null_q95,p_value_perm_ge,positive_rate_profile_beats_anchor
edges_narrow_bal_0.55,7,31,4,0.6459296268137367,0.5174108267059283,0.536610429262759,0.0,0.3186915887850467
edges_narrow_bal_0.55,3,15,14,0.645350357417263,0.5137788075900382,0.534619794118002,0.0,0.3186915887850467
edges_narrow_bal_0.55,0,3,6,0.6441274553580407,0.5147140863030946,0.5359227479896537,0.0,0.3186915887850467
late_boost_bal_0.60,7,31,11,0.6435519825738788,0.5150830757417267,0.5335736868704677,0.0,0.3355140186915888
edges_narrow_bal_0.55,1,7,9,0.6434918681035766,0.5175835616217934,0.5410106641886808,0.0,0.3186915887850467
triad_odd_bal_0.45,0,3,7,0.6424555779744858,0.5184147194740952,0.5391916574459776,0.0,0.3121495327102804
triad_odd_bal_0.45,0,3,12,0.6375862405623536,0.5130383526425409,0.5360961500911221,0.0,0.3121495327102804
triad_odd_bal_0.45,7,31,11,0.6371102902889872,0.5127622201249673,0.5346851812678989,0.0,0.3121495327102804
triad_odd_bal_0.45,7,31,5,0.635503449622494,0.5139033617547515,0.5288301793152824,0.0,0.3121495327102804
edges_narrow_bal_0.55,0,3,1,0.6354665733399305,0.5160016734449231,0.5351894090245344,0.0,0.3186915887850467
edges_narrow_bal_0.55,0,3,8,0.6352252110913998,0.517092550354199,0.5355311377414126,0.0,0.3186915887850467
