profile,layer_position,layer_index,head_index,auc,null_mean,null_q95,p_value_perm_ge
baseline,5,23,5,0.6491051227812011,0.5151644624298722,0.5328862319507036,0.0
baseline,2,11,7,0.648740917869953,0.5129738618596524,0.5341151476133542,0.0
baseline,3,15,7,0.6486857353076427,0.5139145406051688,0.533830405591833,0.0
constant_2.6,4,19,1,0.6485508942784906,0.5115145768954646,0.5288984221369042,0.0
constant_2.6,2,11,12,0.6482309517120829,0.5122280488185534,0.5289142241782938,0.0
baseline,4,19,1,0.6481817345718752,0.5171641313344985,0.5374547962843742,0.0
constant_2.6,3,15,1,0.6477939569872335,0.5136478915004528,0.5316700221618753,0.0
constant_2.6,6,27,0,0.647115054468271,0.515901067515685,0.5382107016886725,0.0
baseline,2,11,14,0.646691805389497,0.5153925503540882,0.5295824519451854,0.0
constant_2.6,6,27,8,0.6461883915472736,0.5137858569778695,0.533544124761994,0.0
baseline,5,23,12,0.6458603881173549,0.5155411018118273,0.5421037432171434,0.0
baseline,6,27,4,0.6458383150924308,0.5127468775866826,0.5288834728225881,0.0
edges_narrow_bal_0.55,1,7,5,0.6458237228612669,0.5238395261975268,0.5691105787116264,0.0
baseline,5,23,2,0.645529292743493,0.5159900671387841,0.5367490113124253,0.0
baseline,7,31,3,0.6454501977375149,0.51387929734204,0.5281641681228731,0.0
constant_2.6,7,31,0,0.6454216999094797,0.513393342073228,0.5338155882261135,0.0
baseline,1,7,5,0.6453343143566632,0.5139573622735216,0.5379442656120665,0.0
constant_2.6,6,27,11,0.6450939538658427,0.5152855292318257,0.5397577410494117,0.0
baseline,3,15,9,0.6447714522210981,0.5122762806953002,0.53314108341764,0.0
baseline,0,3,0,0.644271130322818,0.5170149912627607,0.5394369539225604,0.0
baseline,0,3,2,0.6441019037983997,0.515126975075876,0.5342476777338361,0.0
constant_2.6,7,31,8,0.6437517557823766,0.5159513219090426,0.5338237818772045,0.0
baseline,6,27,7,0.6435721512002207,0.5155491216775497,0.5324631656396578,0.0
edges_narrow_bal_0.55,3,15,11,0.6432939986012113,0.5242082707102573,0.5613316766119553,0.0
baseline,5,23,1,0.643274165363745,0.5139615561482573,0.5314728225880622,0.0
baseline,0,3,3,0.6430350409270671,0.5128787271222294,0.5387841442104294,0.0
baseline,5,23,0,0.6428106318403385,0.5141840522394925,0.5331128483399246,0.0
baseline,4,19,0,0.6428032741653638,0.5146139611882643,0.5390858088843925,0.0
constant_2.6,6,27,15,0.6427646159128507,0.5138546836470331,0.5348575475231763,0.0
edges_narrow_bal_0.55,0,3,0,0.6427285308254341,0.5296459874109016,0.5765509441823783,0.0
baseline,1,7,13,0.6422109813298997,0.5154469235721512,0.5390479168582727,0.0
baseline,2,11,3,0.6415414329072013,0.5123500045985467,0.5269612802354456,0.0
baseline,1,7,7,0.6414641773199669,0.5142969189736043,0.5348229559459211,0.0
constant_2.6,6,27,5,0.6410283422292974,0.5168967912101634,0.5344492305771451,0.0
